id,year,title,Runtime,Rating,Directors,Writers,Production companies,Genres
13762,1963,55 Days at Peking,154,6.8,Nicholas Ray-Guy Green,Robert Hamer-Philip Yordan-Bernard Gordon,Samuel Bronston Productions,Action-Adventure-Drama-History-War
13763,1996,Jerry Maguire,139,7.3,Cameron Crowe,Cameron Crowe,TriStar Pictures-Gracie Films,Comedy-Drama-Romance-Sport
13764,2000,The Girl on the Bridge,,,,,Buena Vista Television,Talk-Show
13765,2004,Gracie's Choice,90,7.7,Peter Werner,Rena Dictor Le Blanc-Joyce Eliason,Mike Robe Productions-Nova Scotia Film Industry Tax Credit-Stephanie Germain Productions-Von Zerneck Sertner Films,Drama
13766,1972,The Discreet Charm of the Bourgeoisie: Bonus Material,,,,,,
13767,1983,Gorky Park,128,6.8,Michael Apted,Martin Cruz Smith-Dennis Potter,Eagle Associates-Major Studio Partners,Crime-Drama-Mystery-Thriller
13768,1966,Masculin Feminin,110,7.6,Jean-Luc Godard,Jean-Luc Godard-Guy de Maupassant,Anouchka Films-Argos Films-Sandrews-Svensk Filmindustri,Drama-Romance
13769,2000,MTV: Inside TRL,,,,,,
13770,2004,Transformers: Energon,30,6.1,,Akira Okeya,Actas-Hasbro,Animation-Action-Adventure-Sci-Fi
13771,2001,Heist,109,6.5,David Mamet,David Mamet,Morgan Creek Entertainment-Franchise Pictures-Indelible Pictures-Art Linson Productions-Epsilon Motion Pictures-Heightened Productions Inc.-Linson Entertainment-Mel's Cite du Cinema-Stolen Film Productions,Action-Crime-Drama-Thriller
13772,1986,Iron Eagle,117,5.4,Sidney J. Furie,Kevin Alyn Elders-Sidney J. Furie,TriStar Pictures-Delphi Films-Falcon's Flight,Action-Thriller-War
13773,1997,Video Essentials,,,,,,
13774,2000,Birthday Girl,,,,,,
13775,1995,Kiss of Death,101,5.9,Barbet Schroeder,Eleazar Lipsky-Ben Hecht-Charles Lederer,Twentieth Century Fox,Action-Crime-Thriller
13776,2000,The Ballad of Ramblin' Jack,112,7.8,Aiyana Elliott,Dicky Dahl-Aiyana Elliott,Crawford Communications-Journeyman Pictures-Plantain Films-Verisimilitude,Documentary-Biography-Music
13777,1987,Heaven,,,,,,
13778,1992,Rumpole of the Bailey: Series 7,,,,,,
13779,2003,The Matrix: Revolutions: Bonus Material,,,,,,
13780,1979,Star Blazers: Series 2: The Comet Empire,,,,,,
13781,1995,Steal Big,135,4.9,Andrew Davis,Andrew Davis-Teresa Tucker-Davies-Frank Ray Perilli,Chicago Pacific Entertainment-Savoy Pictures,Comedy
13782,1999,38 Special: Live at Sturgis,83,7.2,Mark Weiss,,,Documentary-Music
13783,1986,Fist of the North Star,110,7.3,Toyoo Ashida,Buronson-Tetsuo Hara-Susumu Takaku,Shueisha-Toei Animation-Toei Company-Toei Doga,Animation-Action-Drama-Fantasy
13784,1968,The Producers,,,,,,
13785,2003,Tokyo Godfathers,93,7.9,Satoshi Kon-Shôgo Furuya,Satoshi Kon-Satoshi Kon-Keiko Nobumoto,Madhouse,Animation-Adventure-Comedy-Drama
13786,2005,Dinotopia: Quest for the Ruby Sunstone,75,5.4,Davis Doi,Sean Roche-James Gurney,SD Entertainment-Hallmark Entertainment-Larry Levinson Productions-MAT IV,Animation-Adventure-Comedy-Family-Fantasy-Sci-Fi
13787,1995,Powder,111,6.6,Victor Salva,Victor Salva,Caravan Pictures-Daniel Grodnik Productions-Hollywood Pictures-Itasca Pictures,Drama-Fantasy-Mystery-Sci-Fi-Thriller
13788,2003,Jennifer Lopez: Let's Get Loud,,,,,,
13789,2004,Thomas & Friends: New Friends for Thomas,35,,Steve Asquith-David Mitton,Britt Allcroft-Philip D. Fehrle-Abi Grant,,Animation-Short-Family
13790,2000,City of Lost Souls,103,6.4,Takashi Miike,Seishu Hase-Ichiro Ryu,Daiei Motion Picture Company-Tohokushinsha Film Corporation-Tokuma Shoten-Tokyo FM Broadcasting Co.,Crime-Drama-Thriller
13791,1996,Irma Vep,99,7.0,Olivier Assayas,Olivier Assayas,Dacia Films-Canal+,Comedy-Drama
13792,1986,Biggles: Adventures in Time,108,5.8,John Hough,W.E. Johns-John Groves-Kent Walwin,Compact Yellowbill-Tambarle,Adventure-Family-Sci-Fi-War
13793,1997,East Side Story,75,7.2,Dana Ranga,Andrew Horn-Dana Ranga,Anda Film-Canal+-DocStar-Westdeutscher Rundfunk,Documentary-Music
13794,1988,The Nest,89,5.3,Terence H. Winkless,Eli Cantor-Robert King,Concorde Pictures,Horror-Sci-Fi
13795,1997,The Jackal,124,6.4,Michael Caton-Jones,Kenneth Ross-Chuck Pfarrer-Chuck Pfarrer,Universal Pictures-Mutual Film Company-Alphaville Films-Tele München Fernseh Produktionsgesellschaft (TMG)-UGC PH-British Broadcasting Corporation (BBC)-Marubeni-Toho-Towa-Mel's Cite du Cinema,Action-Crime-Drama-Thriller
13796,2004,Winnie the Pooh: 123's,30,7.9,Gary Katona-Ed Wexler,Karl Geurs-Ted Henning-A.A. Milne,Disney Television Animation,Animation-Short
13797,2000,Jeanne and the Perfect Guy,,,,,,
13798,1920,The Last of the Mohicans,73,6.9,Clarence Brown-Maurice Tourneur,James Fenimore Cooper-Robert Dillon,Maurice Tourneur Productions,Action-Adventure-Drama
13799,1998,Legend of Mulan,50,4.4,,,Django Studios Inc.-Springboard Communications Inc.-Denzel Film Investment,Animation-Adventure-Family
13800,1991,Cream: Strange Brew,60,7.3,Paul Justman,,,Music
13801,1970,Night Gallery: Season 1,,,,,,
13802,2002,Zone of the Enders: Dolores,,,,,,
13803,2003,Frazetta,93,7.6,Lance Laspina,,Cinemachine-Dark Kingdom Inc.,Documentary
13804,1943,Bataan,114,7.0,Tay Garnett,Robert Hardy Andrews-Garrett Fort-Dudley Nichols,Metro-Goldwyn-Mayer (MGM),War
13805,2002,Wilbur Wants to Kill Himself,111,6.9,Lone Scherfig,Lone Scherfig-Anders Thomas Jensen,Zentropa Entertainments-Wilbur Ltd.-Scottish Screen-Sigma Films-TV2 Danmark-Glasgow Film Office-Sveriges Television (SVT),Comedy-Drama-Romance
13806,1980,Herbie Goes Bananas,100,4.9,Vincent McEveety,Don Tait-Gordon Buford,Walt Disney Productions,Adventure-Comedy-Family-Fantasy
13807,1984,The Sidewalks of Bangkok,85,3.9,Jean Rollin,Jean-Claude Benhamou-Jean Rollin,Impex Films-Les Films ABC-Impex Films,Action-Adventure-Thriller
13808,2003,Tibet: Cry of the Snow Lion,,,,,,
13809,2002,Far from Heaven,107,7.4,Todd Haynes,Todd Haynes,Focus Features-Vulcan Productions-Killer Films-John Wells Productions-Section Eight-Clear Blue Sky Productions-TF1 International-USA Films,Drama
13810,2000,I'm the One That I Want,96,7.5,Lionel Coleman,Margaret Cho,Cho Taussig Productions,Documentary-Comedy
13811,1957,Cranes Are Flying,95,8.3,Mikhail Kalatozov,Viktor Rozov-Viktor Rozov,Mosfilm,Drama-Romance-War
13812,2003,The Locals,88,5.5,Greg Page,Greg Page,Essential Films-New Zealand Film Commission-Pictures in Paradise-Rocket Pictures Ltd.-Rocket Pictures,Horror-Thriller
13813,1994,Nobody's Fool,110,7.4,Robert Benton,Richard Russo-Robert Benton,Capella International-Cinehaus-Paramount Pictures,Comedy-Drama
13814,1999,The Castle,,,,,,
13815,1973,The Bob Newhart Show: Season 2,,,,,,
13816,1960,Rocco & His Brothers,177,8.3,Luchino Visconti,Luchino Visconti-Suso Cecchi D'Amico-Vasco Pratolini,Titanus-Les Films Marceau,Crime-Drama-Sport
13817,1988,Troma's War,91,5.8,Michael Herz-Lloyd Kaufman,Lloyd Kaufman-Mitchell Dana-Lloyd Kaufman,Troma Entertainment,Action-Adventure-Comedy-Horror
13818,1980,Divine Madness,95,7.1,Michael Ritchie,Jerry Blatt-Bette Midler-Bruce Vilanch,The Ladd Company,Documentary-Comedy-Music
13819,1985,MacGyver: Season 1,,,,,,
13820,1990,My Father's Glory,105,7.6,Yves Robert,Louis Nucéra-Marcel Pagnol-Yves Robert,Gaumont-Gaumont Production-Les Productions de la Guéville-TF1 Films Production-Centre National de la Cinématographie (CNC),Adventure-Biography-Drama
13821,1999,The Providence Collection,,,,,,
13822,2001,Silly Symphonies,17,7.5,,Leonard Maltin,Buena Vista Home Entertainment-Kurtti-Pellerin,Documentary-Short
13823,2002,Carnage,130,6.2,Delphine Gleize,Delphine Gleize,Balthazar Productions-France 3 Cinéma-Need Productions-Oasis Producciones Cinematográficas S.L.-PCT Cinéma & Télévision S.A.-Radio Télévision Belge Francophone-StudioCanal-Télévision Suisse-Romande,Comedy-Drama-Romance
13824,1994,Terminal Velocity,102,5.4,Deran Sarafian,David Twohy,Hollywood Pictures-Interscope Communications-PolyGram Filmed Entertainment-Nomura Babcock & Brown-Cinergi Pictures Entertainment-Libra Pictures,Action-Mystery-Romance-Thriller
13825,1988,The Vanishing,107,7.8,George Sluizer,Tim Krabbé-Tim Krabbé-George Sluizer,Argos Films-Co-Productiefonds Binnenlandse Omroep-Golden Egg-Ingrid Productions-MGS Film-Movie Visions-Stichting Produktiefonds voor Nederlandse Films-Televisie Radio Omroep Stichting (TROS),Mystery-Thriller
13826,2002,Vagina Monologues: Eve Ensler,77,6.3,Eve Ensler,Eve Ensler,Film Farm-HBO Films,Comedy-Drama
13827,2001,Riding in Cars with Boys,132,6.5,Penny Marshall,Beverly D'Onofrio-Morgan Ward,Columbia Pictures-Gracie Films-Parkway Productions,Biography-Comedy-Drama
13828,1995,Son of Gascogne,106,6.6,Pascal Aubier,Patrick Modiano-Pascal Aubier-Pascal Aubier,Sybarite Production-Cadrage-France 2-Centre National de la Cinématographie (CNC),Comedy-Drama-Music-Romance
13829,1998,Playing by Heart,121,7.1,Willard Carroll,Willard Carroll,Hyperion Pictures-Intermedia-Miramax-Morpheus,Comedy-Drama-Romance
13830,1974,The Laughing Policeman,,,,,,
13831,1948,Unfaithfully Yours,105,7.7,Preston Sturges,Preston Sturges,Twentieth Century Fox,Comedy-Music-Romance-Thriller
13832,1999,Keep the River on Your Right: A Modern Cannibal Tale,,,,,,
13833,1999,Virtual Sexuality,92,5.0,Nick Hurran,Chloe Rayban-Nick Fisher,The Noel Gay Motion Picture Company,Comedy-Drama-Romance-Sci-Fi
13834,1997,National Geographic: Killer Wave: Power of the Tsunami,,,,,,
13835,1992,Batman the Animated Series: Vol. 2,23,8.9,,Bob Kane-Eric Radomski-Tom Ruegger,Warner Bros. Animation-Warner Bros. Television,Animation-Action-Adventure-Family-Sci-Fi
13836,2004,Mulan 2,79,5.7,Darrell Rooney-Lynne Southerland,Michael Lucker-Chris Parker-Roger S.H. Schulman,Disneytoon Studios-SD Entertainment-Walt Disney Pictures,Animation-Action-Comedy-Family-Musical
13837,1998,Jay-Z: Streets Is Watching,,6.4,Abdul Malik Abbott,Abdul Malik Abbott-Damon Dash-Jay Z,Blue Music Productions-CMO Productions-Roc-a-fella Films,Musical
13838,1997,Dream with the Fishes,97,7.0,Finn Taylor,Finn Taylor-Jeffrey D. Brown-Finn Taylor,3 Ring Circus Films,Comedy-Drama
13839,2004,Love in Thoughts,89,7.1,Achim von Borries,Henk Handloegten-Annette Hess-Alexander Pfeuffer,X-Filme Creative Pool-Zweites Deutsches Fernsehen (ZDF)-Arte,Drama-Romance
13840,2000,You Can Count on Me,111,7.6,Kenneth Lonergan,Kenneth Lonergan,Hart Sharp Entertainment-Cappa Production-Crush Entertainment-Shooting Gallery,Drama
13841,2001,Behind the Sun,105,7.7,Walter Salles,Karim Aïnouz-Ismail Kadare-Sérgio Machado,Bac Films-Dan Valley Film AG-Haut et Court-VideoFilmes,Drama
13842,2001,Dark Angel: Season 2,,,,,,
13843,2003,15 Minute Workouts for Dummies,,,,,,
13844,1995,The Adventurers,110,6.0,Ringo Lam,Ringo Lam-Sandy Shaw-Kwong-Yam Yip,China Star Entertainment-Win's Entertainment Ltd.-Win's Production,Action-Drama
13845,2002,Tadpole,78,6.2,Gary Winick,Heather McGowan-Niels Mueller-Gary Winick,Miramax-InDigEnt-Dolly Hall Productions-IFC Productions,Comedy-Drama-Romance
13846,1999,Absence of the Good,95,5.3,John Flynn,David Golden-James Reid,,Thriller
13847,2001,Donnie Darko: Director's Cut,113,8.1,Richard Kelly,Richard Kelly,Pandora Cinema-Flower Films-Adam Fields Productions-Gaylord Films,Drama-Sci-Fi-Thriller
13848,1974,B.B. King: Sweet 16,,,,,,
13849,1998,Trans,,,,,,
13850,1992,Why Do They Call It Love When They Mean Sex?,,,,,,
13851,2000,Ellen DeGeneres: The Beginning,66,7.7,Joel Gallen,Ellen DeGeneres,Home Box Office,Comedy-Documentary
13852,1998,A Price Above Rubies,117,6.6,Boaz Yakin,Boaz Yakin,Channel Four Films-GreeneStreet Films-Lawrence Bender Productions-Miramax-Pandora Cinema,Drama-Romance
13853,2003,Dark Blue,,,,,,
13854,1999,Rites of Passage,95,6.1,Victor Salva,Victor Salva,Daly-Harris Productions-Davis Entertainment Classics-World International Network,Drama-Thriller
13855,1974,Ali: Fear Eats the Soul,,,,,,
13856,1980,Raging Bull,129,8.2,Martin Scorsese,Jake LaMotta-Joseph Carter-Peter Savage,Chartoff-Winkler Productions,Biography-Drama-Sport
13857,2000,The Waiting List,105,7.1,Juan Carlos Tabío,Arturo Arango-Arturo Arango-Senel Paz,Canal+-DMVB Films-Instituto Cubano del Arte e Industrias Cinematográficos-Producciones Amaranta-Programa Ibermedia-Road Movies Filmproduktion-Tabasco Films-Tornasol Films-Vía Digital,Comedy-Drama-Romance
13858,1999,Dead or Alive,105,6.9,Takashi Miike,Ichiro Ryu,Daiei Motion Picture Company-Toei Video Company-Excellent Film,Action-Comedy-Crime-Drama-Thriller
13859,1965,I Saw What You Did,82,6.3,William Castle,William P. McGivern-Ursula Curtiss,Universal Pictures,Comedy-Horror-Thriller
13860,1997,Volcano,104,5.5,Mick Jackson,Jerome Armstrong-Jerome Armstrong-Billy Ray,Twentieth Century Fox-Donner/Shuler-Donner Productions-Moritz Original-Fox 2000 Pictures,Action-Drama-Sci-Fi-Thriller
13861,1993,Half Japanese: The Band That Would Be King,90,7.5,Jeff Feuerzeig,Jeff Feuerzeig,,Documentary
13862,1954,Jean Renoir: The Golden Coach,,,,,,
13863,2001,Kingdom Come,94,5.7,Doug McHenry,David Dean Bottrell-Jessie Jones-David Dean Bottrell,Bates Entertainment-Fox Searchlight Pictures-The Turman-Morrissey Company,Comedy-Drama-Family
13864,2002,Little John,100,6.6,Dick Lowry,Temma Kramer-Temma Kramer-H. Haden Yelin,Hallmark Hall of Fame Productions-McGee Street Productions,Drama
13865,1998,Mercury Rising,111,6.1,Harold Becker,Ryne Douglas Pearson-Lawrence Konner-Mark Rosenthal,Universal Pictures-Imagine Entertainment,Action-Crime-Drama-Thriller
13866,2003,The Even Stevens Movie,93,6.3,Sean McNamara,Dennis Rinsler-Marc Warren,Brookwell-McNamara Entertainment-Disney Channel,Comedy-Family
13867,1996,Phat Beach,89,3.9,Doug Ellin,Cleveland O'Neal III-Brian E. O'Neal-Doug Ellin,Connection III Entertainment-Live Entertainment-Orion Pictures,Comedy
13868,1996,Kansas City,116,6.3,Robert Altman,Robert Altman-Frank Barhydt,CiBy 2000-Sandcastle 5 Productions,Crime-Drama-Music-Thriller
13869,1987,Foxfire,100,6.8,Jud Taylor,Susan Cooper-Susan Cooper-Hume Cronyn,Hallmark Hall of Fame Productions-Marian Rees Associates,Drama
13870,1971,Fata Morgana,76,6.9,Werner Herzog,Werner Herzog,Werner Herzog Filmproduktion,Documentary-Comedy-Drama
13871,1998,It's in the Water,,,,,,
13872,1987,The Dame Edna Experience: Series 2,,7.1,,Barry Humphries,London Weekend Television,Comedy-Talk-Show
13873,2001,The Breed,91,4.7,Michael Oblowitz,Christos N. Gage-Ruth Fletcher,Motion Picture Corporation of America,Action-Adventure-Horror-Sci-Fi
13874,2003,Little House on the Prairie: There's No Place Like Home,,,,,,
13875,1982,Gilbert and Sullivan: The Mikado,,,,,,
13876,2002,Triumph of Love,,,,,,
13877,1973,Elvis: Aloha from Hawaii,87,8.6,Marty Pasetta,,Elvis Presley Enterprises (EPE)-Pasetta Productions-RCA Record Tours,Documentary-Music
13878,1975,Sanford and Son: Season 5,,,,,,
13879,2004,The Trip,,,,,,
13880,1984,The Far Pavilions,315,7.1,Peter Duffell,Julian Bond-M.M. Kaye,Geoffrey Reeve and Associates-Goldcrest Films International-Home Box Office,Drama-History-Romance
13881,1984,Night Court: Season 1,,,,,,
13882,1998,Without Limits,117,7.2,Robert Towne,Robert Towne-Kenny Moore,Cruise/Wagner Productions,Biography-Drama-Sport
13883,1990,Memphis Belle,107,6.9,Michael Caton-Jones,Monte Merrick,Enigma Productions-Warner Bros.-Fujisankei Communication Group-British Satellite Broadcasting (BSB)-County Natwest Ventures-Isobel Griffiths Limited,Action-Drama-War
13884,2003,The Curse of the Bambino,59,6.2,George Roy,Steven Stern,,Documentary-Sport
13885,1990,Cyber City Oedo 808: Vol. 1-3,120,7.7,Yoshiaki Kawajiri,Akinori Endô-Jûzô Mutsuki,Japan Home Video-Madhouse,Animation-Action-Crime-Sci-Fi-Thriller
13886,2002,Jason X,,,,,,
13887,2004,The Princess Diaries 2: Royal Engagement,113,5.8,Garry Marshall,Meg Cabot-Gina Wendkos-Shonda Rhimes,Walt Disney Pictures-BrownHouse Productions,Comedy-Family-Romance
13888,2001,The Bunker,95,5.5,Rob Green,Clive Dawson,Millennium Pictures,Drama-Horror-Mystery-Thriller-War
13889,1998,Ruby Bridges,96,7.3,Euzhan Palcy,Toni Ann Johnson,Marian Rees Associates-Walt Disney Television,Action-Adventure-Comedy-Drama-Family-Fantasy-Musical
13890,1999,Touching Evil: Series 3,,,,,,
13891,1991,Nymphoid Barbarian in Dinosaur Hell,,,,,,Comedy-Drama-Horror-Mystery-Sci-Fi-Thriller
13892,2004,Reversible Errors,173,6.3,Mike Robe,Scott Turow-Alan Sharp,Frank & Bob Films II-MAT IV-Von Zerneck Sertner Films,Crime-Drama-Thriller
13893,2003,On Line,,,,,,
13894,2000,Cast Away: Bonus Material,,,,,,
13895,1996,Homicide: Life on the Street: Season 5,,,,,,
13896,1999,Speedway Junky,105,5.3,Nickolas Perry,Nickolas Perry,Magic Entertainment Inc.-Golan-Globus Productions-Miracle Entertainment-Powers That Be Pictures-Speedway Junkie Inc.,Crime-Drama-Romance
13897,2002,Witch Hunter Robin,25,7.4,,Kenichi Araki-Crispin Freeman-Hiroaki Kitajima,,Animation-Action-Adventure-Drama-Fantasy-Mystery
13898,1946,The Jolson Story,128,7.4,Alfred E. Green,Sidney Buchman-Harry Chandlee-Stephen Longstreet,Columbia Pictures,Biography-Drama-Music
13899,2000,Mohabbatein,216,7.1,Aditya Chopra,Aditya Chopra-Aditya Chopra-Aditya Chopra,Yash Raj Films,Musical-Drama-Romance
13900,2000,Nightwalker #2: Eternal Darkness,,,,,,
13901,1936,Rembrandt,85,7.2,Alexander Korda,Carl Zuckmayer-June Head-Lajos Biró,London Film Productions,Biography-Drama
13902,1984,The Stone Boy,91,6.8,Christopher Cain,Gina Berriault,International Productions-Angeles Entertainment Group-Inverness Productions-Twentieth Century Fox,Drama
13903,2003,National Geographic: Inside Special Forces,,6.9,,Donavan Reiff-Michael Rosenfeld,,Documentary-History
13904,1991,Madonna: The Immaculate Collection,,,,,,
13905,1974,Captain Kronos: Vampire Hunter,91,6.6,Brian Clemens,Brian Clemens,Hammer Films,Adventure-Horror-Mystery
13906,1998,The Great Battles of World War II: Battle of Britain,,,,,,
13907,2004,Rakht,162,3.9,Mahesh Manjrekar,Deepak Kulkarni-Deepak Kulkarni-Vinay,Cine Blitz Productions-Popcorn Motion Pictures,Horror-Thriller
13908,1978,Five Deadly Venoms,97,7.2,Cheh Chang,Cheh Chang-Kuang Ni,Shaw Brothers,Action
13909,1965,Onibaba,,,,,,
13910,1991,Critters 3,86,4.4,Kristine Peterson,Rupert Harvey-Barry Opper-David J. Schow,New Line Cinema-OH Films,Comedy-Horror-Sci-Fi-Thriller
13911,1982,Dizzy's Dream Band,179,,Stanley Dorfman,,,Documentary
13912,1956,The Harder They Fall,109,7.6,Mark Robson,Philip Yordan-Budd Schulberg,Columbia Pictures,Drama-Film-Noir-Sport-Thriller
13913,2003,Another Meltdown,,,,,,
13914,2004,Bush's Brain,80,6.8,Joseph Mealey-Michael Shoob,James C. Moore-Wayne Slater,BeBe Films Inc.,Documentary
13915,1992,Cindy Crawford: Shape Your Body Workout,100,8.2,Peter Care,,,Documentary-Sport
13916,2003,Danny Deckchair,100,6.8,Jeff Balsmeyer,Jeff Balsmeyer-Lizzie Bryant-Tim Gooding,Crusader Entertainment-Macquarie Film Corporation-Cobalt Media Group-City Productions Pty. Ltd.-Danny the Film-Baldwin Entertainment Group,Comedy-Romance
13917,1986,Monster in the Closet,90,4.9,Bob Dahlin,Bob Dahlin-Peter L. Bergquist-Bob Dahlin,Bergquist-Levy Productions,Comedy-Horror-Sci-Fi
13918,1983,Nostalghia,125,8.1,Andrei Tarkovsky,Andrei Tarkovsky-Tonino Guerra,Rai 2-Sovinfilm,Drama
13919,1999,The Charcoal People,,,,,,
13920,1986,Legend: Bonus Material,,,,,,
13921,2002,Searching for Debra Winger,100,6.4,Rosanna Arquette,Rosanna Arquette,Immortal Entertainment-Flower Child Productions-2929 Productions,Documentary
13922,2003,Little Britain: Series 1,,,,,,
13923,2000,Cast Away,143,7.8,Robert Zemeckis,William Broyles Jr.,Twentieth Century Fox-DreamWorks-ImageMovers-Playtone,Adventure-Drama-Romance
13924,2004,Slasher,85,7.1,John Landis,,Independent Film Channel-Stick Figure Productions,Documentary
13925,1996,Joe's Apartment,80,5.4,John Payson,John Payson-John Payson,Geffen Pictures-MTV Films-MTV Networks-Viacom International-Warner Bros.,Comedy-Fantasy-Musical-Sci-Fi
13926,2002,The Real World: Las Vegas,21,8.3,Michael Applebaum-Kasey Barrett-Anthony Dominici,Mary-Ellis Bunim-Jonathan Murray,,Drama-Reality-TV
13927,2002,Door to Door,90,7.9,Steven Schachter,William H. Macy-Steven Schachter,TNT Originals-Rosemont Productions International-Angel/Brown Productions-Spirit Dance Entertainment-Door to Door Productions Inc.-Johnson & Johnson Spotlight Presentations,Drama
13928,2003,Freddy vs. Jason: Bonus Material,,,,,,
13929,2001,Pendulum,95,4.5,James D. Deck,Jason Kabolati,Blue Thunder Films-On Deck Productions-Pendulum Productions,Crime-Mystery-Thriller
13930,2005,A Lot Like Love,107,6.6,Nigel Cole,Colin Patrick Lynch,Touchstone Pictures-Mile High Productions-Beacon Pictures-Kevin Messick Productions,Comedy-Drama-Romance
