id,year,title,Runtime,Rating,Directors,Writers,Production companies,Genres
9704,1977,Soldier of Orange,155,7.7,Paul Verhoeven,Erik Hazelhoff Roelfzema-Kees Holierhoek-Gerard Soeteman,Excelsior Films-Film Holland-Rob Houwer Productions-The Rank Organisation,Drama-Romance-Thriller-War
9705,1942,The Pride of the Yankees,128,7.7,Sam Wood,Jo Swerling-Herman J. Mankiewicz-Paul Gallico,The Samuel Goldwyn Company,Biography-Drama-Romance-Sport
9706,2004,The Outskirts,,,,,,
9707,1991,Scorpions: A Savage Crazy World,,,,,,
9708,2000,Second Skin,95,5.1,Darrell Roodt,John Lau,Alliance Atlantis Communications-Fiction Film & Television Limited-Film Afrika Worldwide-Le Monde Entertainment,Thriller
9709,1990,By Dawn's Early Light,100,7.1,Jack Sholder,William Prochnau-Bruce Gilbert,Home Box Office-Paravision International S.A.,Action-Drama-Thriller
9710,1968,Stolen Kisses,90,7.8,François Truffaut,François Truffaut-Claude de Givray-Bernard Revon,Les Films du Carrosse-Les Productions Artistes Associés,Comedy-Drama-Romance
9711,1995,Lessons of Darkness,,,,,,
9712,1964,A Shot in the Dark,102,7.5,Blake Edwards,Blake Edwards-William Peter Blatty-Harry Kurnitz,The Mirisch Corporation-Mirisch Films,Comedy-Mystery
9713,1993,Blood In,180,8.0,Taylor Hackford,Ross Thomas-Jimmy Santiago Baca-Jeremy Iacone,Hollywood Pictures-Touchwood Pacific Partners 1-Vato De Atole Productions,Crime-Drama
9714,2003,The Wiggles: Top of the Tots,51,7.6,Paul Field,Murray Cook-Jeff Fatt-Anthony Field,HIT Entertainment,Family-Music
9715,1942,The Spoilers,87,6.8,Ray Enright,Rex Beach-Lawrence Hazard-Tom Reed,Universal Pictures-Frank Lloyd Productions-Charles K. Feldman Group,Drama-Western
9716,1968,Therese and Isabelle,118,6.2,Radley Metzger,Violette Leduc-Jesse Vogel,Amsterdam Film-Berolina-Film GmbH,Drama-Romance
9717,1970,Airport,137,6.6,George Seaton-Henry Hathaway,Arthur Hailey-George Seaton,Universal Pictures-Ross Hunter Productions,Action-Drama-Thriller
9718,2002,Never Again,7,,Graeme McCormick,Graeme McCormick,,Short-Drama
9719,2004,Ring of Darkness,85,2.8,David DeCoteau,Ryan Carrassi-Michael Gingold-Matthew Jason Walsh,ACH-Christopher Filmcapital-Regent Entertainment,Horror-Music-Thriller
9720,1974,Yessongs: Yes,,,,,,
9721,1995,Bloodfist 8: Hard Way Out,,,,,,
9722,1958,Revenge of Frankenstein,90,6.9,Terence Fisher,Jimmy Sangster-Hurford Janes-George Baxt,Columbia Pictures-Hammer Films,Horror-Sci-Fi
9723,2002,Great Lodges of the National Parks: Glacier Lodges / Pacific Northwest Lodges,,,,,,
9724,1991,Harley Davidson and the Marlboro Man,98,6.1,Simon Wincer,Don Michael Paul,Krisjair-Laredo-Metro-Goldwyn-Mayer,Action-Crime-Drama-Thriller-Western
9725,2000,Brother,114,7.2,Takeshi Kitano,Takeshi Kitano,Recorded Picture Company-Office Kitano-Bandai Visual Company-Fuzzy Bunny Films-Little Brother Inc.-Tokyo FM Broadcasting Co.,Crime-Drama-Thriller
9726,2000,The History Channel Presents: Pearl Harbor,,,,,,
9727,2004,Kontroll,104,6.2,Tim Hunter,Todd Slavkin-Darren Swimmer,Arc Productions-Emmett/Furla/Oasis Films-Millennium Films-VIP 2 Medienfonds,Crime-Sci-Fi-Thriller
9728,1997,As Good as It Gets,139,7.7,James L. Brooks,Mark Andrus-Mark Andrus-James L. Brooks,TriStar Pictures-Gracie Films,Comedy-Drama-Romance
9729,2002,Lost in La Mancha,93,7.4,Keith Fulton-Louis Pepe,Keith Fulton-Louis Pepe,Quixote Films-Low Key Productions-Eastcroft Productions,Documentary
9730,1979,Clonus,90,3.5,Robert S. Fiveson,Ron Smith-Bob Sullivan-Bob Sullivan,Clonus Associates,Horror-Romance-Sci-Fi
9731,1984,The Bounty,132,7.1,Roger Donaldson,Richard Hough-Robert Bolt,Dino De Laurentiis Company-Bounty Productions Ltd.,Action-Adventure-Drama-History-Romance
9732,2000,Yes: House of Yes: Live from the House of Blues,112,7.6,,,,Documentary-Music
9733,1986,Down by Law,107,7.8,Jim Jarmusch,Jim Jarmusch,Black Snake-Grokenberger Film Produktion-Island Pictures,Comedy-Crime-Drama
9734,1938,Pygmalion,96,7.9,Anthony Asquith-Leslie Howard,George Bernard Shaw-W.P. Lipscomb-Cecil Lewis,Pascal Film Productions,Comedy-Drama-Romance
9735,2003,Avril Lavigne: My World,69,7.9,Bill Crooks,,Arista Records,Music
9736,2000,Miles Davis: Live in Montreal,,7.2,,,,
9737,2001,The Powerpuff Girls: Meet the Beat-Alls,26,8.3,Craig McCracken-Robert Alvarez-John McIntyre,Craig McCracken-Amy Keating Rogers-Craig McCracken,Cartoon Network Studios,Animation-Action-Comedy-Family-Fantasy-Sci-Fi
9738,1996,Bastard out of Carolina,98,7.4,Anjelica Huston,Dorothy Allison-Anne Meredith,Out of Carolina Productions,Drama
9739,2003,Lucy Must Be Traded,22,7.3,Larry Leichliter-Bill Melendez,Charles M. Schulz,Lee Mendelson Film Productions-Charles M. Schulz Creative Associates-United Media Productions,Animation-Comedy-Family
9740,1988,Big Business,97,6.4,Jim Abrahams,Dori Pierson-Marc Reid Rubel,Touchstone Pictures-Silver Screen Partners III,Comedy
9741,1999,The 13th Warrior,102,6.6,John McTiernan-Michael Crichton,Michael Crichton-William Wisher-Warren Lewis,Touchstone Pictures,Action-Adventure-History
9742,1945,The House on 92nd Street,88,6.8,Henry Hathaway,Barré Lyndon-Charles G. Booth-John Monks Jr.,Twentieth Century Fox,Crime-Drama-Film-Noir-Mystery-Thriller
9743,2000,Photon: The Idiot Adventures,,,,,,
9744,2001,Dust,127,6.7,Milcho Manchevski,Milcho Manchevski,Alta Films-British Screen Productions-British Sky Broadcasting (BSkyB)-Fandango-Film Consortium-Film Council-Highlight Communications-History Dreams-Medusa Film-National Lottery-Shadow Films-South Fork Pictures-The Film Consortium-The Paranoid Celluloid Co. Ltd.-ena Film GmbH,Drama-Romance-Western
9745,2001,Deuces Wild,,,,,,
9746,2001,Made,95,6.4,Jon Favreau,Jon Favreau,Artisan Entertainment-Cardiff Giant Productions-Resnick Interactive Development,Comedy-Crime-Drama-Thriller
9747,2005,Warm Springs,121,7.6,Joseph Sargent,Margaret Nagle,HBO Films-Mark Gordon Productions-The Mark Gordon Company,Biography-Drama
9748,2000,Agent Red,95,3.3,Damian Lee-Jim Wynorski,Kevin Bernhardt-Steve Latshaw-Damian Lee,Captured Productions Inc.-Franchise Pictures-Phoenician Entertainment,Action-Drama-Thriller
9749,1965,Doctor Zhivago: Bonus Material,,,,,,
9750,1999,The Turn of the Screw,100,6.0,Ben Bolt,Nick Dear-Henry James,Martin Pope Productions-Meridian Broadcasting-United Productions-WGBH,Drama-Horror-Thriller
9751,1999,The Prince of Central Park,,,,,,
9752,2000,Dragon Inn,84,4.6,Doug Lefler,Patrick Read Johnson-Charles Edward Pogue-Shari Goodhartz,Universal Family and Home Entertainment,Action-Adventure-Comedy-Family-Fantasy
9753,1997,Dry Cleaning,93,6.9,Anne Fontaine,Anne Fontaine-Gilles Taurand,Cinéa-Les Films Alain Sarde-Maestranza Films-Région Franche-Comté,Comedy-Drama
9754,2001,Slashers,99,5.6,Maurice Devereaux,Maurice Devereaux,Screen Partners Ltd.,Comedy-Horror
9755,1999,Blood Dolls,84,3.9,Charles Band,Charles Band-Charles Band,Full Moon Entertainment,Comedy-Horror
9756,2002,Mr. Deeds,96,5.8,Steven Brill,Clarence Budington Kelland-Robert Riskin-Tim Herlihy,Columbia Pictures-New Line Cinema-Happy Madison Productions-Out of the Blue... Entertainment,Comedy-Romance
9757,1993,Homeward Bound: The Incredible Journey,84,6.9,Duwayne Dunham,Sheila Burnford-Caroline Thompson-Linda Woolverton,Touchwood Pacific Partners 1-Walt Disney Pictures,Adventure-Comedy-Drama-Family
9758,1985,Colonel Redl,144,7.6,István Szabó,István Szabó-Péter Dobai-John Osborne,MAFILM Objektív Filmstúdió-Manfred Durniok Filmproduktion-Mokép-Zweites Deutsches Fernsehen-Österreichischer Rundfunk,Biography-Drama-History
9759,1998,Hush,96,5.3,Jonathan Darby,Jonathan Darby-Jonathan Darby-Jane Rusconi,TriStar Pictures,Drama-Thriller
9760,1997,Caroline Myss,,,,,,
9761,1967,The War Wagon,101,6.9,Burt Kennedy,Clair Huffaker-Clair Huffaker,Universal Pictures-Batjac Productions-Marvin Schwartz Productions,Western
9762,1987,Jaws: The Revenge,89,2.9,Joseph Sargent,Peter Benchley-Michael De Guzman-Peter Benchley,Universal Pictures,Adventure-Horror-Thriller
9763,2000,Time of Favor,102,6.8,Joseph Cedar,Joseph Cedar,Cinema Factory Production Ltd.-Israel Film Fund-Yes Productions,Drama
9764,1986,War of the Shaolin Temple,,,,,,
9765,2003,Erasure: Hits! The Videos,,,,,,
9766,1984,George Carlin: Carlin on Campus,60,8.1,Steven J. Santos,George Carlin,Cable Stuff Productions-Carlin Productions,Documentary-Comedy
9767,1980,Windwalker,108,7.0,Kieth Merrill,Ray Goldrup-Blaine Yorgason-Blaine Yorgason,Santa Fe International-Windwalker,Adventure-Drama-Western
9768,2003,Basic,98,6.5,John McTiernan,James Vanderbilt,Phoenix Pictures-Intermedia Films,Action-Crime-Drama-Mystery-Thriller
9769,2001,Dead in the Water,,,,,,
9770,1997,Operation Delta Force 3: Clear Target,,,,,,
9771,2005,Black,122,8.2,Sanjay Leela Bhansali,Sanjay Leela Bhansali-Bhavani Iyer-Bhavani Iyer,Applause Bhansali Productions-Applause Entertainment Ltd.-SLB Films Pvt. Ltd.,Drama
9772,1996,The Ogre,118,7.0,Volker Schlöndorff,Michel Tournier-Jean-Claude Carrière-Volker Schlöndorff,Canal+-France 2 Cinéma-Héritage Films-Recorded Picture Company-Renn Productions-Studio Babelsberg-Universum Film-Westdeutscher Rundfunk,Drama
9773,1997,A Kid in Aladdin's Palace,89,5.3,Robert L. Levy,Michael Part-Robert L. Levy-Michael Part,Tapestry Films-Trimark Pictures,Adventure-Family
9774,1992,Twin Peaks: Fire Walk With Me,134,7.2,David Lynch,David Lynch-Robert Engels-Mark Frost,New Line Cinema-CiBy 2000-Twin Peaks Productions,Drama-Horror-Mystery-Thriller
9775,2001,The Back Lot Murders,,,,,,
9776,2000,Lost Souls,97,4.8,Janusz Kaminski,Pierce Gardner-Betsy Stahl-Pierce Gardner,Prufrock Pictures-Avery Pix-Castle Rock Entertainment,Drama-Horror-Thriller
9777,1941,The Superman Collection (Max Fleischer),,,,,,
9778,2002,2009 Lost Memories,136,6.2,Si-myung Lee,Sang-hak Lee-Si-myung Lee-Carl Macek,ADV Films-CJ E&M Film Financing & Investment Entertainment & Comics-CJ Entertainment-Formula Comics Entertainment-Frontier Works Comic-Indecom Cinema-Stone Comics Entertainment-Tube Entertainment,Action-Drama-Sci-Fi-Thriller
9779,2003,Michael Jackson: Number Ones,91,8.6,Steve Barron-Nicholas Brandt-Colin Chilvers,,Epic Music Video-Limelight Productions-Marrs Media-Optimum Productions-Propaganda Films,Documentary-Music
9780,2001,Josie and the Pussycats,98,5.4,Harry Elfont-Deborah Kaplan,Deborah Kaplan-Harry Elfont-Richard Goldwater,Universal Pictures-Metro-Goldwyn-Mayer (MGM)-Riverdale Productions-Marc Platt Productions,Comedy-Music
9781,1998,Black & White,,,,,,
9782,1970,McKenzie Break,108,6.5,Lamont Johnson,William W. Norton-Sidney Shelley,Levy-Gardner-Laven-Brighton Pictures,Action-Drama-War
9783,1981,Falling in Love Again,,,,,,
9784,1997,Men with Guns,127,7.6,John Sayles,John Sayles,Anarchist's Convention Films-Clear Blue Sky Productions-Independent Film Channel-Lexington Road Productions,Adventure-Drama
9785,1996,Beavis and Butt-head Do America,81,6.8,Mike Judge-Mike de Seve-Brian Mulroney,Mike Judge-Joe Stillman-Brian Mulroney,Paramount Pictures-MTV Productions-Geffen Pictures-MTV Animation-MTV Films-Viacom International,Animation-Adventure-Comedy-Crime-Music
9786,1998,Will & Grace: Season 2,,,,,,
9787,1999,The Magical Legend of the Leprechauns,139,7.1,John Henderson,Peter Barnes,Hallmark Entertainment-RTL,Adventure-Comedy-Family-Fantasy-Romance
9788,1998,Antz,83,6.6,Eric Darnell-Tim Johnson,Todd Alcott-Chris Weitz-Paul Weitz,DreamWorks-Pacific Data Images (PDI)-DreamWorks Animation,Animation-Adventure-Comedy-Family
9789,2003,Sunset Story,73,7.6,Laura Gabbert,,Gabbert/Libresco Productions,Documentary
9790,2002,Quest for the True Cross,,,,,,
9791,1998,2 Seconds,100,6.7,Manon Briand,Manon Briand,Cable Distribution Fund-Canadian Government-Max Films Productions-Quebec Government-Société Radio-Canada-Société de Développement des Entreprises Culturelles-Téléfilm Canada,Comedy-Drama-Romance
9792,1980,Lucio Fulci: City of the Living Dead,,,,,,
9793,2005,Vaada,122,5.7,Satish Kaushik,Rumi Jaffery,Puja Films,Crime-Drama-Mystery-Thriller
9794,1997,Sakura Wars,,,Takaaki Ishiyama,Ohji Hiroi,,Animation-Action-Sci-Fi
9795,1985,Urusei Yatsura Movie 3: Remember My Love,93,6.7,Kazuo Yamazaki,Rumiko Takahashi-Tomoko Konparu,Kitty Films-Studio DEEN,Animation-Comedy-Romance-Sci-Fi
9796,1997,Breast Men,95,5.8,Lawrence O'Neil,John Stockwell,Home Box Office,Comedy-Drama
9797,1967,Divorce American Style,109,6.3,Bud Yorkin,Robert Kaufman-Norman Lear,National General Production Inc.-Tandem Enterprises Inc.,Comedy
9798,1998,A Civil Action,115,6.6,Steven Zaillian,Jonathan Harr-Steven Zaillian,Touchstone Pictures-Paramount Pictures-Wildwood Enterprises-Scott Rudin Productions,Drama
9799,1954,Comedy Noir Collection: Beat the Devil / That Uncertain Feeling,,,,,,
9800,2001,Shallow Hal,114,5.9,Bobby Farrelly-Peter Farrelly,Sean Moynihan-Peter Farrelly-Bobby Farrelly,Twentieth Century Fox-Conundrum Entertainment-Shallow Hal Filmproduktion GmbH & Co. KG,Comedy-Drama-Fantasy-Romance
9801,1935,Anna Karenina,95,7.1,Clarence Brown,Leo Tolstoy-Clemence Dane-Salka Viertel,Metro-Goldwyn-Mayer (MGM),Drama-Romance
9802,2004,Doobie Brothers: Rockin' Down the Highway: The Wildlife Concert,,,,,,
9803,1937,James Cagney Collection: Something to Sing About / Blood on the Sun,,,,,,
9804,1989,Legend of Lemnear,45,5.3,Kinji Yoshimoto,Tôru Miura-Satoshi Urushihara-Kinji Yoshimoto,Anime International Company-Soshin Pictures Enterprise,Adventure-Animation-Fantasy
9805,1961,The Absent-Minded Professor,92,6.8,Robert Stevenson,Bill Walsh-Samuel W. Taylor,Walt Disney Productions,Comedy-Family-Sci-Fi-Sport
9806,1975,Bucktown,94,6.3,Arthur Marks,Bob Ellison,Plitt Theaters-Essaness Pictures,Action-Crime-Drama
9807,1982,Neil Young: In Berlin,,,,,,
9808,1982,Prodigal Son,,,,,,
9809,1964,Doctor Who: The Dalek Invasion of Earth,,,,,,
9810,1917,Chaplin Mutuals: Vol. 1,,,,,,
9811,1977,The Nutcracker (Baryshnikov),,,,,,
9812,1978,The Cheap Detective,92,6.5,Robert Moore,Neil Simon,Columbia Pictures-EMI Films-Rastar Pictures,Comedy-Crime-Mystery-Romance-Thriller
9813,1963,Youth of the Beast,92,7.6,Seijun Suzuki,Ichirô Ikeda-Tadaaki Yamazaki-Haruhiko Ôyabu,Nikkatsu Film Company-Nikkatsu,Action-Crime-Mystery
9814,2001,Balto 2: Wolf Quest,,,,,,
9815,1992,Guns N' Roses: Use Your Illusion I,90,8.4,Paul Becher,,Japan Satellite Broadcasting-TDK Core-Uzi Suicide Co.,Documentary-Music
9816,1999,Baadshah,175,6.9,Abbas Alibhai Burmawalla-Mastan Alibhai Burmawalla,Shyam Goel-Neeraj Vora,Venus Records & Tapes,Action-Comedy-Crime-Thriller
9817,1974,Juggernaut,109,6.6,Richard Lester,Richard Alan Simmons-Alan Plater,David V. Picker Productions-Two Roads Productions,Action-Drama-Thriller
9818,1997,L.A. Confidential,138,8.3,Curtis Hanson,James Ellroy-Brian Helgeland-Curtis Hanson,Regency Enterprises-The Wolper Organization-Warner Bros.,Crime-Drama-Mystery-Thriller
9819,1994,Macross Plus,115,7.9,Shôji Kawamori-Shin'ichirô Watanabe,Shôji Kawamori-Keiko Nobumoto,Bandai Visual Company-Big West-Mainichi Broadcasting System-Shogakukan,Animation-Sci-Fi
9820,1990,Berkeley in the Sixties,117,7.6,Mark Kitchell,Susan Griffin-Mark Kitchell-Stephen Most,Kitchell Films-P.O.V. Theatricals,Documentary
9821,2003,Pulse,91,4.3,Marcus Adams,Stephen Volk,Delux Productions-Four Horsemen Films-Random Harvest Pictures,Horror-Mystery-Thriller
9822,2000,Chasing Destiny,,,,,,
9823,1997,Cadfael: The Raven in the Foregate,76,8.2,Ken Grieve,Simon Burke-Edith Pargeter,Bentley Productions-Carlton UK Productions-Central,Crime-Drama-Mystery
9824,1994,Street Fighter II: Animated Movie,102,7.3,Gisaburô Sugii,Takashi Nishiyama-Hiroshi Matsumoto-Akira Nishitani,Capcom Entertainment-Group TAC-Sony Music Entertainment,Animation-Action-Adventure-Fantasy-Sci-Fi
9825,2003,Ancient Egyptians,50,8.1,,Ben Goold,Wall to Wall Television,Drama
9826,1953,I Love Lucy: Season 3,,,,,,
9827,2004,Frankenstein,88,4.6,Marcus Nispel,Dean R. Koontz-Mary Shelley-John Shiban,Flame TV-Flame Ventures-L.I.F.T. Production-USA Cable Network,Crime-Horror-Mystery-Sci-Fi
9828,1981,Stripes,106,6.9,Ivan Reitman,Len Blum-Daniel Goldberg-Harold Ramis,Columbia Pictures,Comedy-War
9829,1996,Styx: Return to Paradise,,,,,,
9830,2004,The World of Narue,,,,,,
9831,1971,Vanishing Point,99,7.3,Richard C. Sarafian,Guillermo Cabrera Infante-Malcolm Hart-Barry Hall,Cupid Productions,Action-Crime-Thriller
9832,2004,Globe Trekker: Paris,,,,,,
9833,1990,Cyrano de Bergerac,137,7.5,Jean-Paul Rappeneau,Edmond Rostand-Jean-Paul Rappeneau-Jean-Claude Carrière,Caméra One-Centre National de la Cinématographie-DD Productions-Films A2-Hachette Première-Investors Club-Sofinergie 1-Union Générale Cinématographique,Comedy-Drama-History-Romance
9834,1977,Hardware Wars,,,,,,
9835,1962,The Beverly Hillbillies Vol. 2: 10 Classic Episodes,,,,,,
9836,1961,The Twilight Zone: Vol. 35,,,,,,
9837,1977,Amar Akbar Anthony,184,7.5,Manmohan Desai,Smt. Jeevanprabha M. Desai-Kader Khan-Prayag Raj,Hirawat Jain and Company-M.K.D. Films Combine-Manmohan Films,Action-Comedy-Drama-Family
9838,2002,CQ,,5.2,,Pablo Araujo-Diego Guebel-Mario Pergolini,Cuatro Cabezas,
9839,1979,The Tempest,95,6.5,Derek Jarman,Derek Jarman-William Shakespeare,Boyd's Company,Drama-Fantasy
9840,1997,Lynyrd Skynyrd: Lyve from Steel Town,97,8.3,Mark Weiss,,,Music
9841,2003,The Order,102,5.2,Brian Helgeland,Brian Helgeland,Twentieth Century Fox-Baumgarten Merims Productions-N1 European Film Produktions GmbH & Co. KG,Horror-Mystery-Thriller
9842,1995,Degree of Guilt,180,6.3,Mike Robe,Richard North Patterson-Cynthia Whitcomb,Jaffe/Braunstein Films-Pebblehut Productions-Hallmark Entertainment,Drama-Mystery
9843,1979,Dallas: Season 3,,,,,,
9844,1995,National Lampoon's Senior Trip,91,5.6,Kelly Makin,Roger Kumble-I. Marlene King,1992 Number Four Limited Partnership-Alliance Communications Corporation-New Line Cinema,Adventure-Comedy
9845,2002,SpongeBob SquarePants: Tales From the Deep,,,,,,
9846,2004,Duran Duran: Arena,,,,,,
9847,2004,Wild Things 2,95,4.6,Jack Perez,Ross Helford-Andy Hurst-Stephen Peters,Destination Films-Mandalay Pictures-Magic Hour Pictures-TriStar Pictures,Crime-Drama-Mystery-Thriller
9848,2004,Unforgivable Blackness: The Rise and Fall of Jack Johnson,214,8.3,Ken Burns,Geoffrey C. Ward,WETA-Arthur Vining Davis Foundations-Corporation for Public Broadcasting (CPB)-Florentine Films-General Motors Corporation-Public Broadcasting Service (PBS),Documentary-Biography-Sport
9849,2000,Such a Long Journey,94,7.6,Deborah Hoffmann-Frances Reid,,Reid-Hoffmann Productions,Documentary
9850,2004,The Dead Sea Scrolls,,6.6,,,,Documentary-History
9851,1959,Never So Few,125,5.9,John Sturges,Millard Kaufman-Tom T. Chamales,Metro-Goldwyn-Mayer (MGM)-Canterbury Productions,Drama-War
9852,2003,Indigo,89,5.0,Stephen Deutsch,James Twyman-Neale Donald Walsch,Emissary Productions,Drama
9853,2002,Chat Room,,5.5,Barry Bowles,Barry Bowles-Carl Washington-Carl Washington,Inverness Media,Comedy
9854,2002,Battle of the X-Planes: Nova,,,,,,
9855,2004,The Ranch,90,5.1,Susan Seidelman,Lisa Melamed,Metro-Goldwyn-Mayer (MGM)-Spyglass Entertainment,Comedy-Drama
9856,2004,My Baby's Daddy,86,4.6,Cheryl Dunye,Eddie Griffin-Coke Daniels-Brent Goldberg,Miramax-Brillstein-Grey Entertainment-Immortal Entertainment,Comedy
9857,1939,Laurel & Hardy: Flying Deuces/Utopia,,,,,,
9858,2005,Subzero,91,3.5,Jim Wynorski,Jonas Quastel,Avrio Filmworks-Cinetel Films,Action-Adventure-Drama-Thriller
9859,2002,Serving Sara,99,5.3,Reginald Hudlin,Jay Scherick-David Ronn,FTM Productions-Halsted Pictures-Illusion Entertainment-KC Medien-MP Movies Management-MPS Studios-Mandalay Pictures,Comedy-Romance
9860,2002,Restless Souls,,,,,,
9861,2003,Our Town,120,8.0,James Naughton,Thornton Wilder,Line by Line Productions-Westport Country Playhouse,Drama-Family-Romance
9862,1988,Return to Snowy River,110,6.6,Geoff Burrowes,Geoff Burrowes-John Dixon-A.B. 'Banjo' Paterson,Burrowes Film Group-Hoyts Distribution-Silver Screen Partners III-Walt Disney Pictures,Adventure-Drama-Western
9863,2000,The 6th Day,123,5.9,Roger Spottiswoode,Cormac Wibberley-Marianne Wibberley,Phoenix Pictures,Action-Mystery-Sci-Fi-Thriller
9864,2004,Battlestar Galactica: Season 1,6,8.7,,,Co-X Entertainment,Documentary-Short
9865,2003,Miracles: The Complete Series,,,,,,
9866,1990,Campion: Dancers in Mourning,55,7.6,Christopher Hodson,Margery Allingham-John Hawkesworth-Jeremy Paul,,Adventure-Crime-Drama-Mystery
9867,2002,Fairly Oddparents: Scary Godparents,24,7.3,Gary Conrad-John Fountain-Butch Hartman,Butch Hartman-Butch Hartman-Steve Marmel,Frederator Studios,Animation-Comedy-Family-Fantasy
9868,2004,The Magic School Bus: Bugs,,,,,,
9869,1998,Occult History of the 3rd Reich #2: The SS Blood & Soil,,,,,,
