id,year,title,Runtime,Rating,Directors,Writers,Production companies,Genres,rated
13061,1973.0,Lady Snowblood,97.0,7.7,Toshiya Fujita,Kazuo Kamimura-Kazuo Koike-Norio Osada,Toho Film (Eiga) Co. Ltd.,Action-Drama-Thriller,
13062,2000.0,Buzz Lightyear of Star Command: The Adventure Begins,70.0,6.1,Tad Stones,Mark McCorkle-Robert Schooley-Bill Motz,Walt Disney Pictures-Pixar Animation Studios-Disney Television Animation,Animation-Action-Adventure-Comedy-Family-Sci-Fi,
13063,1997.0,That Darn Cat,89.0,4.6,Bob Spiers,Gordon Gordon-Mildred Gordon-Gordon Gordon,Robert Simonds Productions-Walt Disney Pictures,Action-Comedy-Crime-Family-Mystery,
13064,1996.0,Danielle Steel's Remembrance,96.0,6.1,Bethany Rooney,Danielle Steel-David Ambrose,Cramer Co.-NBC Productions,Drama-Romance,
13065,2004.0,Clifford's Really Big Movie,74.0,5.5,Robert C. Ramirez-Steve Trenbirth,Rhett Reese-Robert C. Ramirez-Norman Bridwell,Big Red Dog Productions-Scholastic Productions-Mike Young Productions,Animation-Adventure-Comedy-Family,
13066,2000.0,Bullfighter,90.0,2.5,Rune Bendixen,Rune Bendixen-Rune Bendixen-Majken Gilmartin,Gilmartin Film-MainPix-Scanbox Entertainment,Action-Fantasy-Western,
13067,2004.0,The 24th Day,92.0,6.6,Tony Piccirillo,Tony Piccirillo,Big Teddy Films-Nazz Productions,Thriller,
13068,1997.0,Oscar and Lucinda,132.0,6.7,Gillian Armstrong,Peter Carey-Laura Jones,Australian Film Finance Corporation-Dalton Films-Fox Searchlight Pictures-Meridian Films-New South Wales Film & Television Office,Drama-Romance,
13069,2001.0,Learning Guitar for Dummies,,,,,,,
13070,2002.0,Down and Out With the Dolls,,,,,,,
13071,2000.0,Daydream Believers: The Monkees Story,92.0,6.0,Neill Fearnley,Ron McGee-Harold Bronson,Canadian Film or Video Production Tax Credit (CPTC)-Chum Television-Ontario Film and Television Tax Credit (OFTTC)-Pebblehut Productions-Rhino Films-SuperChannel-The Movie Network (TMN),Biography-Drama-Music,
13072,1987.0,Nuts,116.0,6.8,Martin Ritt,Tom Topor-Tom Topor-Darryl Ponicsan,Warner Bros.-Barwood Films,Drama-Thriller,
13073,1946.0,It's a Wonderful Life,130.0,8.6,Frank Capra,Frances Goodrich-Albert Hackett-Frank Capra,Liberty Films (II),Drama-Family-Fantasy,
13074,2002.0,The Transporter,92.0,6.8,Louis Leterrier-Corey Yuen,Luc Besson-Robert Mark Kamen,EuropaCorp-TF1 Films Production-Current Entertainment-Canal+,Action-Crime-Thriller,
13075,2004.0,Inheritance,89.0,4.7,Kris Kristensen,Kris Kristensen-Brian McDonald,Scotopia Pictures-Solitaire Films LLC,Drama-Horror-Thriller,
13076,1948.0,Call Northside 777,112.0,7.4,Henry Hathaway,Jerome Cady-Jay Dratler-Leonard Hoffman,Twentieth Century Fox,Drama-Film-Noir,
13077,1981.0,Friday the 13th: Part 2,87.0,6.1,Steve Miner,Ron Kurz-Victor Miller-Sean S. Cunningham,Georgetown Productions Inc.-Sean S. Cunningham Films,Horror-Mystery-Thriller,
13078,2004.0,WWE: Bad Blood '04,180.0,7.3,Kevin Dunn,,World Wrestling Entertainment,Action-Sport,
13079,1976.0,The Best Way to Walk,82.0,7.4,Claude Miller,Claude Miller-Luc Béraud-Claude Miller,AMLF-Filmoblic-Cinémag-Contrechamp,Drama-Romance,
13080,1943.0,Destination Tokyo,135.0,7.2,Delmer Daves,Steve Fisher-Delmer Daves-Albert Maltz,Warner Bros.,Adventure-History-War,
13081,2004.0,Troy,163.0,7.2,Wolfgang Petersen,Homer-David Benioff,Warner Bros.-Helena Productions-Latina Pictures-Radiant Productions-Plan B Entertainment-Nimar Studios,Drama-History,
13082,1974.0,Chinatown,130.0,8.2,Roman Polanski,Robert Towne-Roman Polanski,Paramount Pictures-Penthouse Video-Long Road Productions-Robert Evans Company,Drama-Mystery-Thriller,
13083,1988.0,A Short Film About Killing,84.0,8.1,Krzysztof Kieslowski,Krzysztof Kieslowski-Krzysztof Piesiewicz,"Zespol Filmowy ""Tor""",Crime-Drama,
13084,1997.0,Mystery Science Theater 3000: Prince of Space,92.0,8.0,Kevin Murphy,Joel Hodgson-Michael J. Nelson-Paul Chaplin,Best Brains,Comedy-Sci-Fi,
13085,1991.0,Bikini Summer,87.0,3.9,Robert Veze,Nick Stone-Robert Veze,PM Entertainment Group,Comedy,
13086,1998.0,Relax ... It's Just Sex,110.0,6.9,P.J. Castellaneta,P.J. Castellaneta,Forefront Films-Sneak Preview Entertainment,Comedy,
13087,2004.0,A Home at the End of the World,97.0,6.7,Michael Mayer,Michael Cunningham-Michael Cunningham,Hart Sharp Entertainment-John Wells Productions-Killer Films-Plymouth Projects-True Film Fund-Window Pane Pictures,Drama-Romance,
13088,1999.0,Mystery Science Theater 3000: The Girl in Gold Boots,93.0,7.6,Kevin Murphy,Joel Hodgson-Michael J. Nelson-Paul Chaplin,Best Brains,Comedy-Sci-Fi,
13089,1991.0,Talent for the Game,91.0,6.0,Robert M. Young,David Himmelstein-Thomas Michael Donnelly-Larry Ferguson,Paramount Pictures,Drama-Sport,
13090,2002.0,Notorious C.H.O.,95.0,7.0,Lorene Machado,Margaret Cho,Cho Taussig Productions-Little Men Entertainment,Documentary-Comedy,
13091,1993.0,Malice,107.0,6.4,Harold Becker,Aaron Sorkin-Jonas McCord-Aaron Sorkin,Castle Rock Entertainment-New Line Cinema-Nelvana,Crime-Mystery-Thriller,
13092,1975.0,The Hindenburg,125.0,6.2,Robert Wise,Richard Levinson-William Link-Michael M. Mooney,The Filmakers Group-Universal Pictures,Adventure-Drama-History-Thriller,
13093,1971.0,The Trojan Women,105.0,7.1,Michael Cacoyannis,Euripides-Edith Hamilton-Michael Cacoyannis,Josef Shaftel Productions Inc.,Drama,
13094,1999.0,SpongeBob SquarePants: Lost at Sea,,,,,,,
13095,1998.0,The Rat Pack,120.0,6.7,Rob Cohen,Kario Salem,HBO Films-Original Film,Drama-Musical,
13096,1934.0,Twentieth Century,91.0,7.8,Howard Hawks,Charles Bruce Millholland-Ben Hecht-Charles MacArthur,Columbia Pictures,Comedy-Romance,
13097,2003.0,Andaaz,145.0,5.6,Raj Kanwar,Robin Bhatt-Shyam Goel-Jainendra Jain,Shree Krishna International,Drama-Musical-Romance,
13098,2001.0,The Animal,84.0,4.8,Luke Greenfield,Tom Brady-Tom Brady-Rob Schneider,Revolution Studios-Happy Madison Productions,Comedy-Sci-Fi,
13099,1946.0,The Spiral Staircase,83.0,7.5,Robert Siodmak,Mel Dinelli-Ethel Lina White,RKO Radio Pictures-Dore Schary Productions-Vanguard Films,Drama-Mystery-Thriller,
13100,1989.0,Kiki's Delivery Service,103.0,7.9,Hayao Miyazaki,Eiko Kadono-Hayao Miyazaki,Kiki's Delivery Service Production Committee-Nibariki-Nippon Television Network-Studio Ghibli-Tokuma Shoten-Yamato Transport,Animation-Adventure-Drama-Family-Fantasy,
13101,1999.0,Short #2: Dreams,,,,,,,
13102,2000.0,Coyote Ugly,100.0,5.7,David McNally,Gina Wendkos,Jerry Bruckheimer Films-Touchstone Pictures,Comedy-Drama-Music-Romance,
13103,1998.0,The Dinner Game,80.0,7.7,Francis Veber,Francis Veber,Gaumont-EFVE-TF1 Films Production-TPS Cinéma,Comedy,
13104,1989.0,Thelonious Monk: Straight,,,,,,Talk-Show,
13105,2000.0,Manilow: Live,115.0,9.0,Lawrence Jordan,,,Documentary-Music,
13106,1993.0,Iron Maiden: Raising Hell,113.0,8.2,,,,Documentary,
13107,1958.0,Touch of Evil,95.0,8.0,Orson Welles,Orson Welles-Whit Masterson-Franklin Coen,Universal International Pictures (UI),Crime-Drama-Film-Noir-Thriller,
13108,2003.0,Little House on the Prairie: Journey in the Spring,,,,,,,
13109,2005.0,Batman vs. Dracula,83.0,6.7,Michael Goguen-Seung Eun Kim-Sam Liu,Duane Capizzi-Bob Kane-Michael Jelenic,DC Comics-Warner Bros. Animation,Animation-Action-Horror-Thriller,
13110,2000.0,The Book of Stars,,,,,,,
13111,1999.0,The Best of Ripley's Believe It or Not,,,,,,,
13112,2003.0,Anna in Kung Fu Land,97.0,4.2,Wai Man Yip,Hing-Ka Chan-Man-Lung Ho-Ho Leung Lau,Universe Entertainment-Henan Film Studio-China Film Co-Production Corporation-People's Productions Limited,Action-Comedy-Romance,
13113,1978.0,The Betsy,125.0,5.0,Daniel Petrie,Harold Robbins-William Bast-Walter Bernstein,Harold Robbins International Company,Drama,
13114,1985.0,The Twilight Zone: The 80s: Season 1,,,,,,,
13115,2004.0,Raise Your Voice,103.0,5.9,Sean McNamara,Mitch Rotter-Sam Schreiber,New Line Cinema-FilmEngine-ChickFlicks Productions-Brookwell-McNamara Entertainment,Family-Music-Musical-Romance,
13116,1979.0,Unidentified Flying Oddball,93.0,5.2,Russ Mayberry,Don Tait-Don Tait-Mark Twain,Walt Disney Productions,Comedy-Family-Adventure-Fantasy-Sci-Fi,
13117,1987.0,Gunsmoke: Return to Dodge,100.0,7.1,Vincent McEveety,Jim Byrnes,CBS Entertainment Production-CBS,Adventure-Western,
13118,2000.0,The League of Gentlemen: Christmas Special,60.0,8.6,Steve Bendelack,Mark Gatiss-Steve Pemberton-Reece Shearsmith,British Broadcasting Corporation,Comedy-Horror,
13119,1987.0,Ernest Goes to Camp,92.0,5.5,John R. Cherry III,John R. Cherry III-Coke Sams-Steve Leasure,Emshell Producers-Silver Screen Partners III-Touchstone Pictures,Comedy-Family,
13120,1988.0,I Love Maria,96.0,6.1,David Chung-Hark Tsui,Kai-Chi Yuen-Hark Tsui,Film Workshop-Golden Harvest Company-Golden Princess Film Production Limited,Comedy-Sci-Fi,
13121,1946.0,The Strange Love of Martha Ivers,116.0,7.5,Lewis Milestone,Robert Rossen-John Patrick-Robert Riskin,Hal Wallis Productions,Drama-Film-Noir-Romance,
13122,1975.0,Hera Pheri,,,,,,,
13123,1976.0,MASH: Season 5,,,,,,,
13124,1961.0,The Errand Boy,92.0,6.5,Jerry Lewis,Jerry Lewis-Bill Richmond,Jerry Lewis Productions-Paramount Pictures,Comedy-Family,
13125,1988.0,Scooby-Doo and the Ghoul School,92.0,7.0,Charles A. Nichols-Ray Patterson,Glenn Leopold,Hanna-Barbera Productions-Taft Broadcasting,Animation-Comedy-Family-Fantasy-Horror,
13126,2004.0,Relative Evil,,,,,,,
13127,2003.0,The Hard Road,,7.6,Jamie Paolinetti,Jamie Paolinetti,Atwater Playhouse,Documentary,
13128,1987.0,Wall Street,126.0,7.4,Oliver Stone,Stanley Weiser-Oliver Stone,Twentieth Century Fox-American Entertainment Partners L.P.-Amercent Films,Crime-Drama,
13129,1998.0,Sex and the City: Season 1,,,,,,,
13130,1952.0,Sudden Fear,110.0,7.5,David Miller,Lenore J. Coffee-Robert Smith-Edna Sherry,Joseph Kaufman Productions,Film-Noir-Thriller,
13131,1978.0,Edward & Mrs. Simpson,350.0,7.6,Waris Hussein,Andrew Brown-Frances Donaldson-Simon Raven,Thames Television,Drama-History-Romance,
13132,1990.0,Hetty Wainthropp: Missing Persons,105.0,7.1,,,,,
13133,2000.0,Sunset Strip,90.0,5.7,Adam Collis,Randall Jahnson-Randall Jahnson-Russell DeGrazier,Fox 2000 Pictures-Art Linson Productions-Linson Films,Comedy-Drama,
13134,1963.0,Three Stooges 75th Anniversary Edition,,,,,,,
13135,1976.0,Assault on Precinct 13,91.0,7.4,John Carpenter,John Carpenter,CKK,Action-Crime-Thriller,
13136,2004.0,Thomas & Friends: Thomas and the Jet Engine,,,,,,,
13137,2000.0,Two Shades of Blue,,,,,,,
13138,2004.0,NFL: History of the Oakland Raiders,,,,,,,
13139,1987.0,Maurice,140.0,7.7,James Ivory,E.M. Forster-Kit Hesketh-Harvey-James Ivory,Merchant Ivory Productions-Cinecom Pictures-Film Four International,Drama-Romance,
13140,2001.0,Green Dragon,115.0,6.4,Timothy Linh Bui,Timothy Linh Bui-Timothy Linh Bui-Tony Bui,Franchise Classics-Franchise Pictures-Rickshaw FIlms-Spirit Dance Entertainment-TGD Productions,Drama,
13141,1978.0,Rumpole of the Bailey: Series 1 and 2,,,,,,,
13142,2002.0,Elvis: His Best Friend Remembers,130.0,5.8,Terry Moloney,Terry Moloney,Proletariat Filmworks,Documentary,
13143,2003.0,Selena Live: The Last Concert,,,,,,,
13144,1993.0,Mystery Science Theater 3000: Eegah!,92.0,8.1,Joel Hodgson,Joel Hodgson-Michael J. Nelson-Trace Beaulieu,Best Brains,Comedy-Sci-Fi,
13145,1998.0,Ghulam,162.0,7.3,Vikram Bhatt,Anjum Rajabali,NH Studioz,Action-Crime-Drama-Thriller,
13146,2004.0,Gunslinger Girl,23.0,7.3,Morio Asaka,Yu Aida-Kazuyuki Fudeyasu-David Haynes,,Animation-Action-Drama-Sci-Fi,
13147,1915.0,Chaplin's Essanay Comedies: Vol. 1,,,,,,,
13148,1995.0,Anatomy of Desire,48.0,6.5,Peter Tyler Boullata-Jean-François Monette,David Wilson,Bare Bone Films-National Film Board of Canada,Documentary,
13149,1940.0,Foreign Correspondent,120.0,7.6,Alfred Hitchcock,Charles Bennett-Joan Harrison-James Hilton,Walter Wanger Productions,Action-Romance-Thriller-War,
13150,1996.0,The Odyssey of Life: The Photographer's Secrets: Nova,,,,,,Documentary-Biography,
13151,2002.0,Britney Baby,78.0,5.6,Ludi Boeken,Jonathan Bourne,Arte France Cinéma-Duo Films-Hungry Eye Lowland Pictures B.V.-Raphael Films,Comedy,
13152,2001.0,The Concert for New York City,296.0,6.2,Louis J. Horvitz-Woody Allen-Edward Burns,Dave Boone-Christian Charles-Paul Flattery,VH1 Television,Documentary-Music,
13153,2002.0,Wish You Were Dead,,,,,,,
13154,2003.0,The Roman Spring of Mrs. Stone,114.0,6.4,Robert Allan Ackerman,Martin Sherman-Tennessee Williams,Showtime Networks-Blackjack Productions-Irish Film Industry Investment Incentives,Drama-Romance,
13155,2000.0,The In Crowd,105.0,4.7,Mary Lambert,Mark Gibson-Philip Halprin,Morgan Creek Entertainment,Drama-Mystery-Thriller,
13156,2000.0,Bloody Beach,91.0,4.9,In Soo Kim,Seung-jae Baek-Jin-soo Noh-Mi-young Park,Koo-aen Films,Crime-Horror-Mystery-Thriller,
13157,2004.0,Poker for Dummies,50.0,5.7,Andrea Ambandos,,Winnercomm Inc.,Documentary,
13158,1999.0,Paul Robeson: Here I Stand,,8.2,St. Clair Bourne,,Eagle Rock Entertainment-WNET Channel 13 New York,Documentary-Biography,
13159,1995.0,Jack-O,88.0,2.9,Steve Latshaw,Patrick Moran-Fred Olen Ray-Brad Linaweaver,American Independent Productions,Horror,
13160,1992.0,Roja,137.0,8.2,Mani Ratnam,Mani Ratnam,Madras Talkies-Hansa Pictures (P) Ltd.-Kavithalayaa Productions,Action-Drama-Romance-Thriller,
13161,2003.0,American Folk Blues Festival: 1962-1966,,,,,,,
13162,1969.0,The Doors: Soundstage Performances,,,,,,,
13163,2003.0,NHL: Ultimate Gretzky,120.0,8.2,,,Aquila Productions-Insight Sports Ltd.-NHL Productions-Warner Home Video,Documentary-Biography-Sport,
13164,2001.0,Pokemon: Mewtwo Returns,,,,,,,
13165,1987.0,I Was a Teenage Zombie,90.0,4.5,John Elias Michalakis,James Aviles Martin-Steve McKoy-George Seminara,Periclean,Comedy-Horror,
13166,1971.0,They Call Me Trinity,,,,,,,
13167,1990.0,Inspector Morse 14: Driven to Distraction,,,,,,,
13168,1972.0,Beware! The Blob,91.0,4.1,Larry Hagman,Jack Woods-Anthony Harris-Richard Clair,Jack H. Harris Enterprises,Comedy-Horror-Sci-Fi,
13169,1932.0,The Old Dark House,72.0,7.2,James Whale,J.B. Priestley-Benn W. Levy-R.C. Sherriff,Universal Pictures,Comedy-Horror-Thriller,
13170,1986.0,Dragon Ball: King Piccolo Saga: Part 2,,,,,,,
13171,2000.0,Solomon and Gaenor,,,,,,,
13172,1999.0,Gen-X Cops,114.0,6.0,Benny Chan,Benny Chan-Koan Hui-Yee-Wah Lee,Media Asia Films,Action-Comedy-Crime-Thriller,
13173,1989.0,The Toxic Avenger,102.0,5.1,Michael Herz-Lloyd Kaufman,Lloyd Kaufman-Gay Partington Terry-Lloyd Kaufman,Lorimar Film Entertainment-Troma Entertainment,Action-Comedy-Horror-Sci-Fi,
13174,1999.0,I'll Take You There,93.0,6.5,Adrienne Shelly,Adrienne Shelly,Hollywood Partners-Stark Productions,Comedy-Drama-Romance,
13175,1992.0,Rapid Fire,95.0,6.3,Dwight H. Little,Cindy Cirile-Alan B. McElroy-Alan B. McElroy,Twentieth Century Fox,Action-Crime-Drama-Thriller,
13176,2002.0,Respiro,95.0,7.0,Emanuele Crialese,Emanuele Crialese,Fandango-Les Films des Tournelles-Roissy Films-Medusa Film-Fonds Eurimages du Conseil de l'Europe-Tele+-TPS Cinéma,Drama,
13177,2002.0,CSI: Miami: Season 1,,,,,,,
13178,1995.0,Ulysses' Gaze,176.0,7.6,Theodoros Angelopoulos,Theodoros Angelopoulos-Tonino Guerra-Petros Markaris,Greek Film Center-Mega Channel-Paradis Films-La Générale d'Images-La Sept Cinéma-Canal+-Basic Cinematografica-Istituto Luce-RAI Radiotelevisione Italiana-Tele München Fernseh Produktionsgesellschaft (TMG)-Concorde Filmverleih-Channel 4 Television Corporation-Centre National de la Cinématographie (CNC)-Bandur Film-Bunker Film Plus-Igman Productions-Studioul Cinematografic Bucuresti,Drama-War,
13179,2002.0,Monday Night Mayhem,98.0,6.7,Ernest R. Dickerson,Bill Carter-Marc Gunther-Bill Carter,Blondie Productions-TNT-Thinkfactory Media,Drama-Sport,
13180,1998.0,Class Trip,96.0,7.0,Claude Miller,Claude Miller-Emmanuel Carrère-Emmanuel Carrère,Les Films de la Boissière-PECF-France 3 Cinéma-Rhône-Alpes Cinéma-Canal+-Centre National de la Cinématographie (CNC),Drama-Mystery,
13181,2002.0,Murder in Greenwich,89.0,6.3,Tom McLoughlin,Mark Fuhrman-Dave Erickson,Columbia TriStar Domestic Television-Bernard Sofronski Productions-Carlton America-Sony Pictures Television-Studios USA Television-USA Films-USA Pictures,Crime-Mystery-Drama-Thriller,
13182,1978.0,Return from Witch Mountain,95.0,5.9,John Hough,Malcolm Marmorstein-Alexander Key,Walt Disney Productions,Family-Adventure-Sci-Fi-Fantasy,
13183,1974.0,Story of Jacob and Joseph,120.0,7.1,Michael Cacoyannis,Ernest Kinoy,Milberg Theatrical Productions-Screen Gems,Drama-History,
13184,1988.0,High Spirits,99.0,5.7,Neil Jordan,Neil Jordan,Vision PDG-Palace Pictures,Comedy-Fantasy,
13185,2001.0,Basic Yoga Workout for Dummies,,,,,,,
13186,1995.0,Neon Genesis Evangelion: Death and Rebirth,,,,,,,
13187,1949.0,Take Me Out to the Ball Game,93.0,6.8,Busby Berkeley,Harry Tugend-George Wells-Gene Kelly,Metro-Goldwyn-Mayer,Comedy-Musical-Romance-Sport,
13188,1977.0,Are You Being Served?: The Movie,95.0,6.5,Bob Kellett,David Croft-Jeremy Lloyd,Anglo-EMI Productions Ltd.,Action-Adventure-Comedy,
13189,2002.0,Cypher,95.0,6.8,Vincenzo Natali,Brian King,Pandora Cinema-Miramax-Gaylord Films-Headspace,Mystery-Sci-Fi-Thriller,
13190,1999.0,To the Moon: Nova,,9.2,Kirk Wolfinger,Rushmore DeNooyer,Lone Wolf Documentary Group,Documentary,
13191,2004.0,Lucky 13,23.0,5.4,,,,Animation-Drama-Family,
13192,2001.0,Moulin Rouge: Bonus Material,,,,,,,
13193,2003.0,Pauly Shore is Dead,82.0,4.5,Pauly Shore,Kirk Fox-Pauly Shore,Landing Patch Productions,Comedy,
13194,1976.0,The Tenant,126.0,7.7,Roman Polanski,Roland Topor-Gérard Brach-Roman Polanski,Marianne Productions,Drama-Thriller,
13195,1997.0,Austin Powers: International Man of Mystery,94.0,7.0,Jay Roach,Mike Myers,Capella International-Eric's Boy-Juno Pix-KC Medien-Moving Pictures-New Line Cinema,Adventure-Comedy,
13196,1997.0,Going All the Way,103.0,5.7,Mark Pellington,Dan Wakefield-Dan Wakefield,Lakeshore Entertainment-Polygram Filmed Entertainment,Comedy-Drama,
13197,2004.0,Veer-Zaara,192.0,7.9,Yash Chopra,Aditya Chopra-Aditya Chopra-Aditya Chopra,Yash Raj Films,Drama-Family-Musical-Romance,
13198,1995.0,Ren & Stimpy: Season 5 and Some More of 4,,,,,,,
13199,2001.0,Don't Try This at Home: The Steve-O Video,54.0,6.4,,,,Short-Comedy,
13200,1995.0,Night Hunter,,,,,,,
13201,1993.0,Deadful Melody,,,,,,,
13202,1960.0,The 1,,,,,,,
13203,2003.0,And Starring Pancho Villa as Himself,112.0,6.6,Bruce Beresford,Larry Gelbart,City Entertainment-Green Moon Productions-HBO Films-The Mark Gordon Company,Biography-Drama-History-War-Western,
13204,1998.0,James Taylor: Pull Over,,,,,,,
13205,2004.0,Rescue Me: Season 1,,,,,,,
13206,1995.0,Sharpe 6: Sharpe's Gold,101.0,7.5,Tom Clegg,Nigel Kneale-Bernard Cornwell,Carlton Films-Celtic Films Entertainment-Central-East-West Creative Association-Ecou Films-Picture Palace,Action-Adventure-History-War,
13207,1993.0,The Joy Luck Club,139.0,7.6,Wayne Wang,Amy Tan-Amy Tan-Ronald Bass,Hollywood Pictures,Drama,
13208,1994.0,High Crusade,100.0,5.0,Klaus Knoesel-Holger Neuhäuser,Poul Anderson-Robert G. Brown-Jürgen Egger,Carolco Pictures-Centropolis Film Productions,Adventure-Comedy-Sci-Fi,
13209,1972.0,Brother Sun,122.0,7.2,Franco Zeffirelli,Suso Cecchi D'Amico-Charles Dyer-Kenneth Ross,Euro International Film-Vic Films Productions,Biography-Drama-History-War,
13210,1992.0,Men Behaving Badly: Series 2,,,,,,,
13211,1999.0,Idle Hands,92.0,6.2,Rodman Flender,Terri Hughes Burton-Ron Milbauer,Columbia Pictures-Licht/Mueller Film Corporation-Team Todd-TriStar Pictures,Comedy-Fantasy-Horror-Thriller,
13212,1984.0,The Company of Wolves,95.0,6.7,Neil Jordan,Angela Carter-Neil Jordan-Angela Carter,Incorporated Television Company-Palace Pictures,Drama-Fantasy-Horror,
13213,1954.0,Casanova's Big Night,86.0,6.9,Norman Z. McLeod,Hal Kanter-Edmund L. Hartmann-Aubrey Wisberg,Paramount Pictures,Adventure-Comedy,
13214,1999.0,Shiri,125.0,6.7,Je-kyu Kang,Je-kyu Kang,CJ Entertainment-CJ E&M Film Financing & Investment Entertainment & Comics-Frontier Works Comic-Kang Je-Kyu Film Co. Ltd.-Samsung Entertainment,Action-Thriller,
13215,1980.0,Galaxina,95.0,3.5,William Sachs,William Sachs,Marimark Productions,Comedy-Sci-Fi,
13216,1996.0,The Juror,118.0,5.6,Brian Gibson,George Dawes Green-Ted Tally,Columbia Pictures,Drama-Thriller,
13217,1983.0,Mr. Mom,91.0,6.5,Stan Dragoti,John Hughes,Aaron Spelling Productions-Sherwood Productions,Comedy-Drama,
13218,2003.0,The Complete Holy Bible: King James Version,,,,,,,
13219,1996.0,Jane Eyre,112.0,6.8,Franco Zeffirelli,Charlotte Brontë-Hugh Whitemore-Franco Zeffirelli,Cineritino S.r.L.-Flach Film-Mediaset-Miramax-RCS Editori S.p.A.-Rochester,Drama-Romance,
13220,2000.0,Once in the Life,107.0,5.3,Laurence Fishburne,Laurence Fishburne-Laurence Fishburne,Cinema Gypsy Productions-Shooting Gallery,Crime-Drama,
13221,1999.0,Rowdy Girls,,,,,,,
13222,2005.0,Ghost Watcher 2,90.0,5.2,David A. Cross,David A. Cross,,Drama-Horror,
13223,1997.0,Heaven's Burning,96.0,5.7,Craig Lahiff,Louis Nowra,Duo Art Productions,Action-Crime-Drama-Romance-Thriller,
